Post.id|Tag.id
1649267442288|52
1649267442288|1072
1649267442288|1851
1649267442288|3440
1649267442288|8836
1649267442288|8839
1649267442288|9541
2061584302709|52
2061584302709|960
2061584302709|2668
2061584302709|6515
412316861051|52
412316861051|2127
412316861051|2222
412316861051|4345
412316861051|6054
412316861051|7740
1924145349256|52
1924145349256|1885
1924145349256|7599
1924145349256|7653
1924145349256|7740
1924145349256|9541
412316861074|52
412316861074|697
412316861074|5916
412316861074|7593
412316861074|7603
1511828488851|52
1511828488851|4345
1511828488851|7570
1511828488851|7658
664|52
664|7593
687194768025|52
687194768025|2924
687194768025|5916
687194768025|6529
687194768025|8842
1374389535387|52
1374389535387|1580
1374389535387|2726
1374389535387|7659
962072674974|52
962072674974|132
962072674974|2907
962072674974|5650
962072674974|7570
962072674974|7659
962072674974|8839
1374389535395|52
1374389535395|3198
1374389535395|3269
549755814579|18
549755814579|2601
549755814579|2620
549755814579|2631
549755814579|2636
549755814579|2640
687194768059|43
687194768059|6895
687194768059|6897
687194768059|7104
687194768073|43
687194768073|6976
687194768073|7019
962072675019|19
962072675019|2671
962072675019|2707
274877907663|3
274877907663|490
274877907678|3
274877907678|471
274877907678|473
274877907678|474
274877907678|484
274877907678|497
274877907678|503
274877907678|508
549755814625|18
549755814625|2601
549755814625|2602
549755814625|2637
274877907682|3
274877907682|461
274877907682|481
274877907682|497
274877907685|3
274877907685|460
274877907685|488
274877907685|491
274877907685|495
274877907685|505
274877907685|506
274877907685|509
687194768116|43
687194768116|7020
137438954234|11
137438954234|1966
137438954234|1981
549755814671|18
549755814671|2575
549755814671|2581
549755814671|2586
549755814671|2608
549755814677|18
549755814677|2589
549755814677|2611
549755814677|2641
549755814677|2642
549755814677|2643
549755814677|2646
137438954265|11
137438954265|1949
137438954265|1979
137438954265|1981
137438954265|1985
687194768158|43
687194768158|6935
687194768158|7051
687194768158|7071
687194768158|7082
962072675105|19
962072675105|2653
962072675105|2710
962072675105|2725
549755814697|18
549755814697|2591
549755814697|2644
137438954302|11
137438954302|1938
137438954302|1954
137438954302|1963
137438954302|1976
137438954302|1995
549755814733|18
549755814733|2579
549755814733|2596
549755814733|2622
549755814733|2647
549755814748|18
549755814748|2613
549755814748|2642
137438954342|11
137438954342|1944
137438954342|1951
137438954342|1968
137438954342|1983
137438954342|1987
137438954342|1990
687194768243|43
687194768243|6919
687194768243|6920
687194768243|6943
687194768243|7028
687194768243|7037
137438954372|11
137438954372|1947
137438954372|1948
137438954372|1985
687194768279|43
687194768279|6986
687194768279|7000
687194768279|7037
687194768281|43
687194768281|6823
687194768281|6851
687194768281|6870
549755814811|18
549755814811|2578
549755814811|2607
549755814811|2618
549755814811|2622
549755814824|18
549755814824|2600
549755814824|2618
549755814834|18
549755814834|2583
549755814834|2609
549755814834|2616
549755814834|2621
549755814834|2642
549755814834|2646
549755814834|2647
687194768327|43
687194768327|6831
687194768327|6832
1374389536046|132
1374389536046|1991
1374389536046|2010
1374389536046|7570
824633722166|132
824633722166|163
824633722166|2675
824633722166|2940
1374389536069|132
1374389536069|6563
687194768710|132
687194768710|163
687194768710|1028
687194768710|1929
687194768710|2738
687194768710|2924
687194768710|5031
824633722197|132
824633722197|965
824633722197|2724
824633722197|2924
824633722197|3055
824633722197|7613
412316861807|132
412316861807|414
412316861807|2954
412316861807|8576
1511828489608|132
1511828489608|7613
274877908363|132
274877908363|1337
274877908363|6563
1099511629206|132
1099511629206|697
1099511629206|1764
1099511629206|2010
1099511629206|6481
1099511629206|7570
1099511629206|8445
1099511629217|132
1099511629217|7599
1099511629217|7764
962072675755|6
962072675755|972
962072675755|1020
962072675755|1037
962072675755|1041
962072675755|1048
962072675755|1060
962072675755|1099
1236950582705|20
1236950582705|2844
137438954932|40
137438954932|6288
137438954932|6321
137438954932|6330
137438954932|6449
137438954932|6465
137438954932|6503
137438954950|40
137438954950|6285
137438954950|6308
137438954950|6343
137438954950|6384
137438954950|6460
137438954950|6472
137438954969|40
137438954969|6302
137438954969|6338
137438954969|6404
137438954969|6426
137438954969|6443
137438954969|6446
962072675819|6
962072675819|994
962072675819|1063
962072675819|1069
962072675819|1092
962072675836|6
962072675836|1018
962072675836|1030
962072675836|1043
962072675836|1048
962072675836|1062
962072675836|1085
962072675836|1090
1236950582782|20
1236950582782|2786
1236950582782|2829
1544|61
1544|458
1544|2593
1544|4645
1544|4907
1544|5948
1544|6290
962072675868|6
962072675868|964
962072675868|1049
1236950582831|20
1236950582831|2749
1236950582831|2797
1236950582831|2841
1236950582831|2856
1236950582831|2896
1236950582832|20
1236950582832|2809
1236950582832|2849
1236950582832|2852
1236950582832|2874
1236950582832|2911
962072675894|6
962072675894|957
962072675894|999
962072675894|1024
962072675894|1038
962072675894|1075
1236950582846|20
1236950582846|2791
1236950582846|2894
1236950582846|2915
962072675905|6
962072675905|985
962072675905|1048
962072675905|1071
1099511629386|21
1099511629386|2924
1099511629386|2962
1099511629386|2984
1099511629386|2997
137438955094|40
137438955094|6450
137438955094|6493
1236950582882|20
1236950582882|2734
1236950582882|2759
1236950582882|2767
1236950582882|2794
1236950582882|2843
137438955113|40
137438955113|6289
137438955113|6318
137438955113|6360
137438955117|25
137438955117|3366
137438955117|3367
137438955117|3386
962072675950|6
962072675950|977
962072675950|985
962072675950|1019
962072675950|1093
1236950582910|20
1236950582910|2818
1236950582910|2861
1236950582910|2863
1236950582910|2893
1099511629457|21
1099511629457|2939
1099511629457|2962
1099511629457|2968
1099511629457|2976
1099511629457|2985
1099511629457|2989
137438955164|25
137438955164|3411
137438955164|3453
1236950582949|20
1236950582949|2838
1236950582949|2863
1236950582949|2893
1236950582949|2915
1099511629495|21
962072676040|6
962072676040|973
962072676040|1002
962072676040|1010
962072676040|1034
962072676040|1050
962072676040|1095
1236950582990|20
1236950582990|2788
1236950582990|2792
1236950582990|2797
1236950582990|2829
1236950582990|2902
1099511629530|21
1099511629530|2947
1099511629530|2986
1099511629530|2991
962072676059|6
962072676059|1003
962072676059|1024
1236950583014|20
1236950583014|2779
1236950583014|2780
1236950583014|2790
962072676085|6
962072676085|961
962072676085|1014
962072676085|1034
962072676085|1049
962072676085|1089
962072676085|1094
137438955257|25
137438955257|3354
137438955257|3358
137438955257|3462
1236950583036|20
1236950583036|2855
1236950583036|2896
1236950583036|2907
962072676112|6
962072676112|1056
962072676112|1095
962072676123|6
962072676123|974
962072676123|1009
962072676123|1056
962072676123|1082
962072676123|1088
137438955296|40
137438955296|6311
137438955296|6382
137438955296|6414
137438955296|6504
962072676147|6
962072676147|986
962072676147|1074
137438955320|25
137438955320|3381
137438955320|3462
1099511629641|21
1099511629641|2976
137438955347|40
137438955347|6284
137438955347|6303
137438955347|6362
137438955347|6391
137438955347|6420
137438955347|6439
1236950583130|20
962072676187|6
962072676187|992
962072676187|995
962072676187|1080
962072676187|1094
962072676206|6
962072676206|1021
1236950583159|20
1236950583159|2730
1236950583159|2819
1236950583159|2851
137438955403|40
137438955403|6344
137438955403|6485
137438955403|6507
1236950583198|20
1236950583198|2735
1236950583198|2777
1236950583198|2782
1236950583198|2783
1236950583198|2807
1236950583198|2831
137438955426|25
137438955426|3371
137438955426|3446
962072676271|6
962072676271|985
962072676271|998
962072676271|1027
962072676271|1047
137438955444|40
137438955444|6413
137438955444|6466
1236950583236|20
1236950583236|2736
1236950583236|2753
1236950583236|2868
1236950583236|2904
137438955464|40
137438955464|6402
137438955464|6484
1236950583246|20
1236950583246|2737
1236950583246|2744
1236950583246|2785
1236950583246|2823
1236950583246|2846
1236950583246|2865
1236950583246|2868
1236950583258|20
1236950583258|2877
137438955489|40
137438955489|6287
137438955489|6359
137438955489|6361
137438955489|6374
137438955489|6408
137438955489|6427
137438955489|6440
137438955489|6489
137438955489|6507
137438955491|25
137438955491|3361
137438955491|3380
137438955491|3447
137438955491|3449
137438955500|40
137438955500|6387
137438955500|6481
137438955500|6498
137438955502|25
137438955502|3335
137438955502|3386
137438955502|3394
137438955502|3395
137438955502|3411
137438955502|3422
137438955502|3464
962072676348|6
962072676348|1015
962072676348|1040
1099511629835|21
1099511629835|2939
1099511629835|2963
1099511629835|2971
962072676364|6
962072676364|1024
962072676364|1026
962072676364|1067
962072676364|1072
137438955553|25
137438955553|3336
137438955553|3450
962072676401|6
962072676401|980
962072676401|998
962072676401|1022
962072676401|1069
962072676401|1094
1236950583352|20
1236950583352|2782
1236950583352|2803
1236950583352|2913
1236950583370|20
1236950583370|2735
1236950583370|2740
1236950583370|2813
1236950583370|2842
1236950583370|2891
1236950583386|20
1236950583386|2736
1236950583386|2752
1236950583386|2807
137438955612|40
137438955612|6296
137438955612|6301
137438955612|6308
137438955612|6317
137438955612|6363
137438955612|6487
1236950583391|20
1236950583391|2744
1236950583391|2749
1236950583391|2867
137438955628|25
137438955628|3461
1099511629951|21
1099511629951|2920
1099511629951|2932
1099511629951|2960
1099511629951|2978
1099511629951|2983
962072676491|6
962072676491|978
962072676491|993
962072676491|1020
962072676491|1053
962072676491|1058
962072676491|1074
1099511629984|21
1099511629984|2931
1099511629984|2957
1099511629984|2959
1099511629984|2984
1099511629984|2985
1099511629984|2986
1099511629984|2988
1236950583477|20
1236950583477|2732
1236950583477|2915
962072676551|6
962072676551|980
962072676551|1016
962072676551|1097
962072676564|6
962072676564|1006
962072676564|1051
962072676564|1075
1786706397413|163
1786706397413|1978
1786706397413|2126
1786706397413|3152
1786706397413|5916
1786706397413|6846
1786706397413|6853
1786706397413|7658
1511828490484|163
1511828490484|2726
1511828490484|3152
1511828490484|3162
1511828490484|6735
2307|163
2307|2733
2307|3055
2307|3511
2307|7667
2307|7791
962072676619|163
962072676619|1298
962072676619|2126
962072676619|2222
962072676619|3162
1924145350941|163
1924145350941|414
1924145350941|965
1924145350941|1138
1924145350941|2132
1924145350941|2451
1924145350941|7587
1924145350941|7658
962072676640|163
962072676640|1929
962072676640|3031
962072676640|7752
962072676657|163
962072676657|414
962072676657|7650
962072676657|9541
1511828490555|163
1511828490555|1929
1511828490555|4856
1511828490555|7109
1511828490555|8362
274877909312|163
274877909312|1337
274877909312|2724
274877909312|7658
549755816275|163
549755816275|172
549755816275|1337
549755816275|1991
549755816275|2010
549755816275|3011
549755816275|4829
549755816275|6563
549755816275|7659
137438955870|163
137438955870|2048
137438955870|2222
137438955870|3011
137438955870|9503
137438955870|9541
1786706397543|163
1786706397543|172
1786706397543|857
1786706397543|5916
1786706397543|6735
1786706397543|7791
2061584304493|163
2061584304493|857
2061584304493|2122
1786706397565|163
1786706397565|172
1786706397565|2127
1786706397565|3031
1786706397565|3257
1786706397565|6563
1786706397565|6736
1786706397565|9411
962072676739|20
962072676739|2786
962072676739|2808
962072676739|2825
962072676739|2835
962072676739|2898
962072676755|20
962072676755|2760
962072676755|2796
962072676764|20
962072676764|2743
962072676764|2787
962072676764|2871
1649267444142|44
1649267444142|7113
1649267444142|7232
1649267444142|7266
1649267444142|7269
1649267444142|7290
1649267444142|7313
1649267444142|7391
1649267444159|44
1649267444159|7137
1649267444159|7243
1649267444159|7433
962072676818|20
962072676818|2792
1649267444197|44
1649267444197|7106
1649267444197|7126
1649267444197|7149
1649267444197|7165
1649267444197|7193
1649267444197|7223
1649267444197|7275
1649267444197|7323
1649267444218|44
1649267444218|7126
1649267444218|7152
1649267444218|7321
1649267444218|7386
1649267444218|7409
962072676868|20
962072676868|2743
962072676868|2757
962072676868|2841
962072676868|2864
962072676868|2867
962072676868|2880
962072676868|2890
1649267444247|44
1649267444247|7124
1649267444247|7125
1649267444247|7139
1649267444247|7205
1649267444247|7307
1649267444247|7332
1649267444247|7417
1649267444267|44
1649267444267|7193
1649267444267|7216
1649267444267|7319
1649267444267|7326
1649267444267|7380
1649267444267|7452
962072676925|20
962072676925|2751
962072676925|2785
962072676925|2880
1649267444303|44
1649267444303|7132
1649267444303|7136
1649267444303|7140
1649267444303|7159
1649267444303|7194
1649267444303|7203
1649267444303|7284
1649267444303|7356
1649267444303|7400
1649267444324|44
1649267444324|7199
1649267444324|7264
1649267444324|7361
1649267444327|44
1649267444327|7213
1649267444327|7355
1649267444327|7372
1649267444327|7434
1649267444327|7441
1649267444343|44
1649267444343|7235
1649267444343|7285
962072677000|20
962072677000|2764
962072677000|2832
962072677000|2838
962072677000|2883
962072677008|20
962072677008|2742
962072677008|2791
962072677008|2808
962072677008|2816
1649267444382|44
1649267444382|7130
1649267444382|7260
1649267444382|7280
1649267444382|7334
1649267444384|44
1649267444384|7197
1649267444384|7388
1649267444384|7389
1649267444384|7445
962072677043|20
962072677043|2901
1649267444422|44
1649267444422|7179
1649267444422|7248
1649267444422|7267
1649267444422|7420
962072677077|20
962072677077|2748
962072677077|2830
962072677077|2862
962072677077|2894
962072677077|2896
1649267444441|44
1649267444441|7121
1649267444441|7151
1649267444441|7211
1649267444441|7253
1649267444459|44
1649267444459|7228
1649267444459|7268
1649267444459|7304
1649267444459|7390
962072677113|20
962072677113|2776
962072677113|2831
962072677113|2850
962072677113|2856
962072677113|2861
1649267444477|44
1649267444477|7116
1649267444477|7240
1649267444477|7334
1649267444478|44
1649267444478|7154
1649267444478|7240
1649267444489|44
1649267444489|7126
1649267444489|7157
1649267444489|7183
1649267444489|7228
962072677139|20
962072677139|2743
962072677149|20
962072677149|2748
962072677149|2848
962072677149|2892
1649267444525|44
1649267444525|7277
1649267444525|7297
1649267444525|7413
1649267444544|44
1649267444544|7174
1649267444544|7328
1649267444544|7359
1649267444544|7362
1649267444544|7381
1649267444544|7388
1649267444544|7404
1649267444544|7408
1649267444545|44
1649267444545|7125
1649267444545|7288
1649267444545|7335
1649267444545|7395
1649267444552|44
1649267444552|7375
1649267444552|7409
1649267444552|7417
1649267444552|7422
1649267444560|44
1649267444560|7140
1649267444560|7245
962072677206|20
962072677206|2738
962072677206|2764
962072677206|2775
962072677206|2840
962072677206|2876
962072677206|2886
1649267444568|44
1649267444568|7263
1649267444568|7274
962072677226|20
962072677226|2734
962072677226|2821
962072677226|2891
1649267444603|44
1649267444603|7109
1649267444603|7213
1649267444603|7243
1649267444603|7288
1649267444603|7301
1649267444603|7390
1649267444603|7403
1649267444614|44
1649267444614|7256
1649267444614|7307
1649267444614|7319
1649267444614|7358
1649267444614|7423
962072677262|20
962072677262|2806
962072677262|2844
962072677262|2875
1649267444633|44
1649267444633|7249
1649267444633|7358
962072677280|20
962072677280|2733
962072677280|2779
962072677280|2853
962072677280|2870
962072677280|2885
1649267444655|44
1649267444655|7234
962072677316|20
962072677316|2784
962072677316|2869
962072677324|20
962072677324|2743
962072677324|2768
962072677324|2792
962072677324|2852
962072677326|20
962072677326|2757
962072677326|2785
962072677326|2837
962072677332|20
962072677332|2770
962072677332|2785
962072677332|2789
962072677332|2843
962072677353|20
962072677353|2810
962072677353|2830
962072677353|2859
1649267444729|44
1649267444729|7379
1649267444729|7399
962072677382|20
962072677382|2771
962072677382|2773
962072677382|2786
962072677382|2808
962072677382|2853
962072677382|2916
1649267444750|44
1649267444750|7153
1649267444750|7206
1649267444750|7250
1649267444750|7316
962072677396|20
962072677396|2894
962072677397|20
962072677397|2817
962072677397|2821
962072677399|20
962072677399|2887
962072677399|2889
1649267444774|44
1649267444774|7197
1649267444774|7259
1649267444774|7402
1649267444774|7416
1649267444775|44
1649267444775|7124
1649267444775|7145
1649267444775|7154
1649267444775|7198
1649267444775|7253
1649267444775|7283
1649267444775|7301
1649267444775|7319
1649267444775|7365
1649267444775|7366
962072677433|20
962072677433|2809
962072677433|2852
962072677433|2874
962072677433|2876
1649267444807|44
1649267444807|7303
1649267444807|7355
1649267444812|44
1649267444812|7364
1649267444812|7377
1649267444822|44
1649267444822|7115
1649267444822|7131
1649267444822|7163
1649267444822|7342
962072677463|20
962072677463|2783
962072677463|2824
962072677463|2910
962072677473|20
962072677473|2766
962072677473|2770
962072677473|2775
962072677473|2853
962072677473|2896
962072677473|2910
1649267444847|44
1649267444847|7346
1649267444857|44
1649267444857|7111
1649267444857|7134
1649267444857|7156
1649267444857|7176
1649267444857|7397
962072677509|20
962072677509|2777
962072677509|2780
962072677525|20
962072677525|2766
962072677525|2873
962072677525|2882
962072677525|2883
962072677525|2914
1649267444894|44
1649267444894|7370
962072677540|20
962072677540|2786
962072677547|20
962072677547|2805
962072677547|2820
962072677547|2896
962072677564|20
962072677564|2836
962072677564|2848
962072677564|2861
962072677569|20
962072677569|2825
962072677569|2854
962072677569|2857
962072677569|2890
1649267444939|44
1649267444939|7119
1649267444939|7151
1649267444939|7237
1649267444939|7245
1649267444939|7410
962072677586|20
962072677586|2736
962072677586|2738
962072677586|2826
962072677586|2833
962072677586|2887
1649267444953|44
1649267444953|7193
1649267444953|7241
1649267444953|7287
1649267444953|7305
1649267444953|7447
1649267444963|44
1649267444963|7129
1649267444963|7170
1649267444963|7172
1649267444963|7245
1649267444963|7261
1649267444963|7382
1649267444963|7422
1649267444969|44
1649267444969|7131
1649267444969|7144
1649267444969|7353
1649267444969|7358
1649267444969|7368
1649267444969|7386
1649267444969|7453
962072677612|20
962072677612|2785
962072677612|2878
962072677616|20
962072677616|2763
1649267444978|44
1649267444978|7372
1649267444978|7418
1649267444993|44
1649267444993|7186
1649267444993|7203
1649267444993|7264
1649267444993|7400
1649267444993|7419
962072677648|20
962072677648|2774
962072677648|2806
962072677648|2810
962072677648|2832
962072677648|2873
962072677648|2917
1649267445012|44
1649267445012|7184
1649267445012|7193
1649267445012|7222
1649267445012|7351
1649267445012|7380
1649267445012|7451
1649267445023|44
1649267445023|7166
1649267445023|7350
1649267445038|44
1649267445038|7171
1649267445038|7188
1649267445038|7195
1649267445038|7329
1649267445038|7448
1649267445045|44
1649267445045|7226
1649267445045|7398
1649267445053|44
1649267445053|7219
1649267445053|7220
1649267445053|7261
1649267445053|7301
1649267445053|7425
1649267445069|44
1649267445069|7113
1649267445069|7165
1649267445069|7229
1649267445069|7337
962072677718|20
962072677718|2907
962072677718|2910
962072677735|20
962072677735|2742
962072677735|2837
1649267445097|44
1649267445097|7301
1649267445097|7395
1649267445104|44
1649267445104|7201
1649267445104|7291
1649267445104|7346
1649267445104|7365
962072677755|20
962072677755|2744
962072677755|2795
1649267445129|44
1649267445129|7148
1649267445129|7152
1649267445129|7192
1649267445129|7404
1649267445142|44
1649267445142|7164
1649267445142|7213
1649267445142|7236
1649267445142|7265
1649267445142|7341
1649267445142|7343
1649267445142|7363
1649267445142|7370
1649267445142|7399
1649267445142|7402
1649267445142|7405
1649267445161|44
1649267445161|7170
1649267445161|7255
962072677818|20
962072677818|2769
962072677818|2857
962072677818|2877
962072677818|2883
1649267445197|44
1649267445197|7136
1649267445197|7202
1649267445197|7255
1649267445197|7377
1649267445216|44
1649267445216|7391
1649267445233|44
1649267445233|7190
1649267445233|7253
1649267445233|7315
1649267445233|7398
1649267445233|7445
962072677883|20
962072677883|2830
962072677883|2877
962072677883|2883
1649267445251|44
1649267445251|7297
1649267445251|7307
1649267445251|7423
1649267445268|44
1649267445268|7149
1649267445268|7261
1649267445268|7279
962072677910|20
962072677910|2780
962072677910|2810
962072677910|2851
962072677925|20
962072677925|2729
962072677925|2752
962072677925|2822
962072677925|2826
962072677939|20
962072677939|2892
962072677939|2904
1649267445305|44
1649267445305|7114
1649267445305|7191
1649267445305|7241
1649267445305|7244
1649267445305|7268
1649267445305|7322
1649267445305|7362
1649267445309|44
1649267445309|7229
1649267445309|7235
1649267445315|44
1649267445315|7110
1649267445315|7125
1649267445315|7310
1649267445315|7378
962072677967|20
962072677967|2737
962072677967|2758
962072677967|2772
962072677967|2812
962072677967|2814
962072677967|2838
962072677967|2862
962072677967|2912
1649267445336|44
1649267445336|7133
1649267445336|7300
1649267445336|7358
1649267445336|7408
1649267445336|7417
1649267445336|7438
962072677992|20
962072677992|2800
1649267445357|44
1649267445357|7331
1649267445357|7363
1649267445357|7447
962072678015|20
962072678015|2889
962072678031|20
962072678031|2769
962072678031|2845
962072678031|2863
962072678031|2892
962072678031|2894
1649267445411|44
1649267445411|7145
1649267445411|7318
1649267445411|7450
962072678052|20
962072678052|2735
962072678052|2773
962072678052|2798
962072678052|2804
962072678052|2842
962072678052|2871
962072678052|2898
962072678063|20
962072678063|2729
962072678063|2755
962072678063|2760
962072678063|2772
962072678063|2888
1649267445441|44
1649267445441|7200
1649267445441|7265
1649267445441|7282
1649267445441|7315
962072678098|20
962072678098|2759
1649267445478|44
1649267445478|7124
1649267445478|7168
1649267445478|7205
1649267445478|7250
1649267445478|7285
1649267445478|7374
1649267445478|7386
1649267445478|7397
962072678126|20
962072678126|2822
962072678126|2830
962072678126|2848
962072678126|2866
1649267445488|44
1649267445488|7108
1649267445488|7130
1649267445488|7217
1649267445488|7235
1649267445488|7348
1649267445504|44
1649267445504|7134
1649267445504|7168
1649267445504|7218
1649267445504|7263
1649267445504|7335
1649267445504|7351
1649267445504|7387
962072678149|20
962072678149|2783
962072678149|2813
962072678149|2889
962072678149|2912
1649267445517|44
1649267445517|7118
1649267445517|7145
1649267445517|7206
1649267445517|7344
1649267445517|7352
1649267445517|7453
1649267445521|44
1649267445521|7111
1649267445521|7208
1649267445521|7249
1649267445523|44
1649267445523|7115
1649267445523|7149
1649267445523|7222
1649267445523|7317
1649267445523|7356
1649267445523|7378
1649267445523|7419
1649267445523|7424
1649267445527|44
1649267445527|7214
1649267445527|7300
1649267445527|7310
1649267445527|7398
1649267445545|44
1649267445545|7206
1649267445545|7287
1649267445545|7380
1649267445545|7405
962072678187|20
962072678187|2810
962072678187|2858
962072678187|2880
962072678187|2895
962072678196|20
962072678196|2743
962072678196|2754
962072678196|2815
962072678196|2869
1649267445570|44
1649267445570|7124
1649267445570|7219
1649267445570|7407
1649267445570|7411
1649267445570|7432
1649267445590|44
1649267445590|7119
1649267445590|7149
1649267445590|7153
1649267445590|7314
1649267445591|44
1649267445591|7267
1649267445591|7289
1649267445591|7421
1649267445591|7423
1649267445591|7438
1649267445591|7447
1649267445609|44
1649267445609|7315
1649267445609|7348
1649267445619|44
1649267445619|7206
1649267445619|7217
1649267445619|7320
1649267445619|7332
1649267445619|7388
1649267445623|44
1649267445623|7182
1649267445623|7203
1649267445623|7238
1649267445623|7270
1649267445623|7363
1649267445623|7393
1649267445623|7399
1649267445634|44
1649267445634|7219
1649267445634|7280
1649267445646|44
1649267445646|7274
1649267445646|7354
1649267445646|7375
962072678298|20
962072678298|2747
962072678298|2755
962072678298|2803
962072678298|2820
962072678298|2856
962072678298|2884
962072678313|20
962072678313|2742
962072678313|2806
962072678313|2809
962072678313|2817
962072678313|2842
137438957483|17
137438957483|132
137438957483|4845
824633724859|17
824633724859|2722
824633724859|6411
2061584306110|17
2061584306110|6411
274877910995|17
274877910995|216
274877910995|1851
274877910995|6439
274877910995|6888
274877910995|7125
1099511631839|17
1099511631839|132
1099511631839|172
1099511631839|2907
137438957545|17
137438957545|132
137438957545|6439
137438957545|7570
274877911034|17
274877911034|7599
2061584306180|17
687194771465|17
687194771465|2668
687194771465|2700
687194771465|3038
824633724947|17
824633724947|7603
824633724947|9262
824633724960|17
824633724960|216
824633724960|6387
824633724960|6770
1236950585395|17
1236950585395|9629
1924145352767|17
1924145352767|172
1924145352767|4911
1924145352767|6411
1924145352767|7659
412316864596|17
1649267445853|17
1649267445853|1851
1649267445853|2722
1649267445853|6888
1649267445853|7603
137438957678|17
137438957678|4911
549755818105|17
549755818105|633
549755818105|893
549755818105|2722
549755818105|2907
549755818105|3038
274877911170|17
274877911170|6042
274877911170|6793
274877911170|8128
274877911188|17
274877911188|339
274877911188|6042
274877911188|7659
1786706399386|17
1786706399386|6831
1099511632037|9
1099511632037|1751
1099511632037|1828
137438957734|40
137438957734|6359
137438957734|6360
137438957734|6373
137438957734|6382
137438957734|6452
